"","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","i92","i93","i94","i95","i96","i97","i98","i99","i100"
"u563",NA,5,6,4,5,NA,6,NA,6,NA,6,NA,5,5,6,5,NA,NA,5,NA,NA,NA,NA,6,NA,NA,7,6,5,5,5,4,6,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,NA,NA,5,NA,NA,NA,5,4,NA,NA,4,6,5,5,4,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,6,5,5,6,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,4,5,NA,NA,6,NA,NA
"u564",NA,NA,5,6,5,5,NA,NA,NA,8,7,3,NA,6,5,NA,NA,5,NA,6,NA,NA,NA,6,6,NA,NA,6,4,NA,4,NA,NA,NA,6,3,5,6,6,NA,NA,5,6,NA,5,NA,NA,NA,NA,5,NA,7,5,7,NA,4,5,NA,4,NA,NA,4,NA,6,6,4,4,6,7,4,5,NA,4,NA,NA,NA,4,NA,NA,6,NA,6,8,5,NA,NA,NA,NA,6,NA,5,6,5,NA,NA,6,5,NA,5,NA
"u565",7,5,7,6,6,4,NA,7,NA,NA,6,NA,4,NA,6,NA,NA,NA,NA,6,6,6,5,6,5,5,7,NA,6,NA,6,4,NA,NA,6,5,NA,NA,NA,6,NA,NA,7,NA,NA,8,NA,6,7,5,7,7,8,NA,3,NA,NA,3,NA,6,NA,4,5,NA,NA,NA,NA,7,6,NA,NA,NA,NA,6,5,5,6,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,5,NA,5,8,4,NA
"u566",NA,NA,6,6,NA,NA,6,5,5,7,5,NA,NA,7,NA,5,NA,6,NA,NA,NA,6,NA,NA,NA,NA,8,6,5,NA,6,NA,NA,NA,NA,4,7,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,5,4,5,NA,NA,4,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,3,6,NA,4,5,6,NA,NA,6,NA,NA,NA,5,7,6,6,4,4,NA,NA,NA,6,NA,7,6,NA,NA,6,8,6,7
"u567",NA,4,NA,6,NA,6,NA,NA,6,6,NA,5,4,NA,NA,3,NA,NA,NA,NA,5,NA,5,6,NA,5,8,NA,6,NA,NA,NA,NA,6,4,6,5,3,NA,5,5,5,6,NA,2,NA,NA,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,8,5,6,3,NA,3,NA,5,9,5,6,NA,3,4,6,NA,NA,NA,5,NA,NA,NA,6,NA,NA,5,4,5,NA,6,5,NA,NA,NA,NA,6,4,NA,6,6
"u568",7,4,NA,NA,NA,5,5,6,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,6,6,7,5,NA,NA,4,7,NA,NA,NA,NA,3,5,5,NA,3,6,4,NA,5,3,NA,7,4,5,8,6,NA,NA,5,5,NA,NA,NA,5,3,6,NA,5,NA,NA,6,NA,5,5,NA,NA,NA,8,NA,6,NA,NA,NA,4,NA,6,6,7,NA,NA,NA,6,3,NA,NA,5,NA,6,NA,7,NA,6,NA,8,NA,NA,6,NA,7
"u569",NA,NA,NA,5,4,5,6,6,6,NA,6,4,6,NA,NA,5,6,6,7,NA,NA,5,4,NA,NA,5,NA,5,NA,6,5,4,5,4,7,7,NA,NA,6,4,3,NA,6,NA,NA,NA,7,NA,NA,NA,5,NA,5,4,NA,4,5,NA,3,6,NA,4,NA,NA,NA,5,6,NA,8,6,6,6,4,NA,6,NA,3,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,5,NA,NA,NA,5,NA,NA,NA
"u570",NA,5,NA,7,6,NA,6,NA,NA,NA,6,4,6,6,NA,4,NA,NA,6,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,4,NA,NA,4,5,5,NA,6,NA,NA,5,4,NA,NA,3,7,NA,NA,NA,6,NA,NA,6,NA,6,NA,4,5,NA,NA,NA,NA,5,5,NA,NA,4,NA,7,5,6,4,NA,NA,NA,4,6,NA,5,5,NA,NA,7,NA,4,NA,NA,NA,NA,NA,5,5,6,5,NA,5,6,NA,NA,7
"u571",NA,NA,6,5,NA,NA,7,NA,6,6,NA,6,5,7,4,NA,4,NA,4,6,NA,NA,NA,5,6,NA,7,7,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,4,6,NA,6,6,7,NA,NA,NA,NA,NA,5,NA,7,6,5,NA,7,5,NA,NA,NA,5,3,6,7,4,6,5,NA,4,3,NA,5,4,6,NA,6,5,NA,NA,5,3,4,NA,5,6,NA,NA,NA,6,NA,5,5,7,NA,NA
"u572",5,4,7,5,NA,NA,6,NA,5,6,3,NA,NA,NA,NA,6,6,NA,7,5,5,NA,5,NA,6,5,7,NA,6,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,NA,6,7,5,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,5,NA,4,5,5,NA,5,5,NA,NA,5,5,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,4,5,5,6,NA,NA
"u573",5,5,7,NA,NA,NA,5,NA,NA,NA,4,NA,5,NA,NA,4,NA,6,5,NA,5,NA,NA,NA,6,6,NA,NA,NA,5,NA,NA,6,6,NA,6,5,NA,6,3,3,NA,8,5,6,7,NA,7,NA,6,NA,3,NA,NA,NA,5,7,6,4,6,NA,NA,NA,5,6,4,NA,4,NA,4,6,NA,5,NA,NA,5,NA,7,5,NA,4,NA,NA,5,NA,6,NA,5,NA,NA,NA,5,NA,NA,5,7,4,NA,NA,7
"u574",NA,NA,4,NA,NA,6,6,6,6,NA,NA,6,5,NA,NA,6,5,NA,6,5,NA,NA,NA,6,NA,NA,8,NA,4,NA,4,5,6,6,6,6,NA,NA,6,NA,NA,NA,7,NA,5,NA,6,NA,NA,NA,NA,NA,NA,6,NA,5,NA,6,5,5,8,5,6,5,NA,NA,NA,7,NA,NA,NA,NA,NA,4,6,NA,3,7,5,6,6,NA,NA,3,NA,NA,5,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
"u575",7,6,5,NA,NA,7,NA,4,NA,7,NA,NA,NA,NA,5,NA,5,5,NA,6,NA,6,4,NA,NA,NA,7,5,NA,5,5,NA,NA,NA,NA,4,NA,NA,6,NA,4,NA,NA,NA,6,NA,NA,NA,5,NA,6,NA,NA,NA,6,NA,NA,4,4,NA,NA,NA,6,6,NA,4,NA,NA,NA,3,NA,NA,4,6,NA,NA,NA,NA,5,6,7,5,6,NA,4,3,6,NA,NA,5,7,NA,4,NA,NA,NA,NA,6,5,NA
"u576",7,4,NA,6,5,8,6,NA,NA,7,4,NA,4,6,5,NA,NA,6,NA,NA,4,NA,3,5,5,5,NA,5,NA,NA,4,6,NA,NA,6,NA,NA,6,NA,6,5,NA,8,NA,NA,6,6,7,4,4,NA,6,5,NA,7,4,6,4,6,6,NA,3,NA,4,NA,NA,5,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,5,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,6,5,6
"u577",5,5,NA,7,NA,NA,NA,NA,NA,NA,4,5,4,NA,5,5,5,NA,NA,NA,8,NA,4,NA,NA,5,8,6,NA,5,6,NA,5,NA,NA,NA,5,NA,NA,NA,NA,4,NA,5,NA,NA,6,6,6,5,7,5,NA,6,NA,5,NA,5,NA,NA,6,4,NA,NA,NA,5,3,5,NA,5,4,4,5,NA,NA,4,NA,5,NA,NA,5,NA,7,4,5,NA,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,7,NA,7
"u578",NA,4,NA,7,5,NA,NA,6,NA,6,6,NA,NA,NA,NA,4,4,NA,NA,NA,NA,6,NA,NA,5,5,NA,NA,NA,5,NA,NA,4,NA,5,4,5,4,8,6,NA,NA,6,5,6,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,6,5,4,NA,7,4,NA,5,5,NA,NA,NA,NA,NA,6,NA,NA,5,NA,NA,NA,4,NA,6,NA,NA,6,3,6,NA,5,NA,6,NA,NA,NA,4,6,NA,6,5,NA,NA,NA
"u579",5,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,5,4,NA,NA,NA,NA,6,7,6,NA,NA,NA,4,3,NA,5,7,NA,NA,5,NA,NA,7,NA,NA,NA,7,3,NA,5,NA,NA,4,10,5,7,5,NA,NA,5,NA,4,NA,NA,NA,NA,NA,3,6,NA,NA,6,5,NA,4,NA,6,NA,NA,6,5,NA,7,5,NA,6,NA,7,4,NA,NA,4,NA,NA,5,NA,5,NA,NA,NA,7,NA,NA,NA,7,6,NA,NA
"u580",5,4,6,NA,NA,NA,NA,7,6,7,NA,NA,5,7,6,5,6,NA,NA,5,NA,6,NA,NA,6,NA,NA,6,NA,5,4,5,NA,5,NA,NA,6,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,6,NA,5,5,5,4,NA,NA,7,NA,NA,5,5,NA,5,5,6,4,5,NA,NA,NA,4,4,4,NA,6,5,6,NA,6,6,5,NA,NA,NA,NA,5,NA,6,NA,6,NA,5,3,5,NA,6,NA,7,5,7
"u581",NA,NA,7,NA,5,6,NA,6,NA,6,4,3,NA,NA,5,5,NA,NA,7,NA,5,7,NA,NA,NA,NA,7,NA,NA,4,NA,NA,6,5,NA,4,NA,3,NA,5,5,NA,NA,3,6,7,NA,NA,4,5,NA,NA,5,5,NA,NA,5,NA,4,NA,6,5,5,NA,5,6,NA,NA,NA,NA,6,NA,5,6,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,NA,NA,NA,7,6,5,5,6,4,7,NA,7,3,NA
"u582",6,NA,6,5,NA,NA,NA,5,NA,NA,5,NA,4,6,5,NA,NA,NA,NA,NA,5,NA,5,7,5,5,NA,NA,6,NA,NA,NA,NA,4,8,5,6,NA,NA,NA,4,NA,NA,NA,4,NA,NA,7,6,5,6,4,NA,6,NA,NA,NA,NA,4,5,NA,5,6,5,6,5,4,6,NA,4,NA,NA,NA,NA,4,2,NA,6,5,6,5,5,6,5,5,5,5,5,NA,6,6,6,6,4,NA,7,NA,NA,NA,NA
"u583",NA,3,NA,6,6,NA,NA,NA,6,7,5,NA,NA,NA,NA,5,3,NA,7,6,NA,6,NA,NA,NA,4,9,NA,NA,NA,6,NA,4,4,NA,3,NA,4,6,NA,NA,5,6,4,4,NA,5,6,NA,NA,NA,4,NA,NA,NA,4,7,6,4,5,7,5,5,NA,NA,4,NA,6,7,5,5,NA,5,NA,NA,3,NA,5,5,NA,4,6,6,4,NA,5,NA,5,NA,7,4,6,7,5,6,5,NA,NA,NA,8
"u584",NA,5,6,5,NA,NA,7,7,NA,6,NA,5,4,5,5,NA,5,4,NA,4,NA,6,4,4,NA,NA,NA,NA,6,7,NA,5,5,4,NA,5,6,NA,NA,NA,4,NA,NA,3,6,NA,NA,NA,5,NA,NA,NA,NA,5,4,5,7,5,4,NA,7,5,8,5,NA,5,5,NA,NA,4,7,NA,NA,4,NA,NA,4,NA,5,NA,5,7,7,5,6,NA,5,5,3,5,NA,NA,6,NA,NA,NA,5,6,5,NA
"u585",7,NA,5,NA,5,NA,6,5,NA,NA,5,4,NA,NA,6,5,NA,NA,NA,NA,6,7,NA,NA,NA,4,8,6,NA,6,NA,3,NA,NA,NA,NA,5,3,NA,NA,4,NA,7,4,NA,7,NA,7,6,5,5,5,NA,5,6,4,5,5,6,5,6,2,6,6,NA,NA,6,NA,NA,NA,NA,NA,4,6,NA,NA,4,6,NA,5,6,5,7,NA,5,NA,NA,NA,3,NA,4,5,6,NA,NA,2,NA,NA,5,9
"u586",5,6,6,5,NA,7,NA,5,6,6,NA,NA,NA,7,NA,5,NA,6,6,NA,5,6,5,4,5,NA,NA,5,NA,3,NA,NA,5,5,NA,NA,NA,3,6,NA,NA,4,6,NA,NA,6,5,NA,6,NA,NA,4,5,NA,NA,NA,NA,NA,4,6,NA,4,6,4,NA,4,NA,8,NA,NA,5,6,NA,5,5,NA,NA,NA,6,4,NA,NA,NA,5,7,NA,NA,5,3,NA,5,NA,NA,NA,6,NA,NA,8,NA,NA
"u587",NA,5,5,NA,NA,6,NA,6,6,NA,NA,5,6,NA,4,NA,4,NA,NA,NA,NA,7,6,5,NA,4,7,NA,NA,6,5,4,6,NA,NA,5,NA,6,6,NA,4,NA,NA,NA,5,8,4,NA,6,NA,NA,NA,6,NA,6,NA,NA,5,NA,4,6,4,NA,4,5,5,NA,NA,6,NA,NA,NA,NA,NA,5,3,NA,5,4,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,4,NA,NA,3,6,NA,NA,7,NA,NA
"u588",6,NA,NA,NA,6,6,NA,NA,8,6,NA,NA,4,6,NA,NA,NA,NA,6,NA,7,5,6,5,NA,6,NA,7,NA,NA,4,NA,6,6,NA,NA,NA,5,NA,5,4,5,7,6,5,NA,NA,6,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,5,6,3,NA,4,NA,NA,4,NA,9,4,NA,5,4,NA,NA,NA,6,NA,4,NA,NA,6,NA,3,6,6,6,NA,NA,7,NA,6,NA,6,NA,NA,NA,6,6,NA
"u589",NA,5,6,5,4,NA,6,5,7,NA,5,NA,5,NA,5,4,NA,5,7,NA,NA,6,5,5,6,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,5,NA,4,NA,7,NA,7,NA,5,6,5,NA,5,6,NA,6,NA,NA,NA,7,5,NA,NA,6,3,NA,NA,6,5,7,6,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,4,NA,NA,6,NA,3,NA,4,5,6,NA,NA,NA,5,7,5,NA
"u590",NA,NA,NA,NA,6,NA,6,NA,5,7,NA,5,4,NA,6,4,NA,6,8,NA,5,6,NA,5,NA,NA,7,5,NA,5,4,4,NA,5,5,NA,NA,NA,NA,6,3,4,5,NA,4,8,NA,NA,NA,6,7,NA,NA,5,3,4,7,NA,5,NA,NA,5,NA,NA,NA,4,5,NA,7,5,7,NA,NA,5,NA,3,NA,NA,5,NA,NA,NA,7,NA,3,NA,NA,NA,NA,6,NA,5,6,6,NA,6,NA,8,NA,7
"u591",6,NA,NA,5,5,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA,6,6,7,6,7,6,4,6,6,4,NA,4,5,5,NA,4,4,NA,NA,NA,5,5,NA,5,NA,5,NA,NA,5,NA,NA,6,6,NA,8,5,5,4,5,NA,NA,NA,4,NA,NA,NA,7,NA,NA,6,NA,5,6,3,5,NA,NA,5,4,NA,4,6,NA,7,7,6,6,5,5,NA,6,NA,3,NA,NA,4,7,6,4,NA,NA,6,5,7
"u592",6,NA,NA,NA,NA,5,4,6,5,6,NA,5,4,5,4,NA,NA,5,6,8,6,NA,5,NA,NA,3,8,NA,6,4,5,NA,5,NA,7,NA,4,NA,6,NA,2,5,NA,5,NA,8,NA,5,7,NA,NA,NA,5,NA,NA,4,NA,4,NA,5,NA,NA,7,NA,NA,4,3,NA,6,5,7,NA,NA,5,4,5,6,NA,6,5,NA,6,7,NA,NA,5,5,NA,5,NA,3,5,NA,NA,6,NA,NA,NA,4,7
"u593",NA,5,NA,NA,4,5,NA,7,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,5,5,8,5,5,7,7,NA,NA,NA,5,5,NA,NA,4,6,4,6,NA,7,NA,4,NA,NA,6,5,NA,NA,5,5,3,NA,6,6,4,NA,5,6,NA,4,7,NA,3,NA,5,6,3,NA,NA,6,4,NA,6,4,NA,6,NA,NA,3,6,7,NA,6,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,NA,7,NA,NA,7,NA,NA
"u594",NA,NA,NA,6,NA,NA,NA,7,6,NA,NA,NA,NA,5,NA,5,NA,NA,NA,6,NA,NA,4,5,NA,NA,NA,NA,7,NA,NA,5,NA,4,NA,5,7,NA,6,4,4,4,6,NA,6,NA,NA,6,5,6,NA,6,5,5,NA,NA,NA,4,4,6,6,2,NA,NA,5,5,6,6,6,6,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,5,NA,5,5,NA,5,NA,NA,4,NA,5,6,6,NA,NA,NA,NA
"u595",6,6,NA,5,NA,6,6,NA,6,7,4,NA,5,6,5,5,4,7,6,NA,5,NA,4,6,NA,NA,NA,6,NA,NA,NA,7,NA,4,4,NA,NA,NA,NA,5,NA,5,9,NA,7,NA,NA,NA,6,NA,NA,NA,6,6,5,5,6,5,4,NA,6,NA,6,4,5,4,NA,6,NA,4,NA,NA,NA,NA,NA,3,4,3,NA,NA,6,NA,5,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"u596",NA,6,5,NA,NA,6,7,4,5,NA,NA,NA,5,6,NA,NA,NA,6,6,7,NA,NA,NA,NA,5,6,NA,6,NA,NA,NA,5,NA,NA,NA,5,NA,4,NA,5,NA,5,NA,4,NA,6,NA,NA,NA,NA,7,5,NA,NA,5,5,6,NA,4,5,6,NA,6,6,NA,4,NA,NA,NA,NA,7,NA,5,NA,NA,NA,5,NA,5,7,4,NA,NA,4,4,NA,NA,NA,NA,7,5,5,7,6,4,5,5,NA,6,NA
"u597",6,NA,NA,NA,NA,NA,NA,7,NA,9,6,NA,4,4,NA,NA,NA,NA,7,NA,NA,6,3,5,NA,NA,NA,5,4,5,NA,NA,5,NA,6,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,7,5,NA,5,NA,5,NA,NA,NA,NA,NA,6,NA,3,NA,7,3,6,7,4,NA,NA,4,NA,6,4,7,5,5,7,NA,NA,NA,5,7,NA,NA,NA,5,6,6,NA,6,6,7,4,8
"u598",NA,5,NA,7,4,NA,6,NA,NA,7,NA,4,5,6,NA,2,NA,NA,5,6,NA,5,3,6,NA,5,8,4,6,5,NA,NA,NA,3,NA,5,NA,NA,NA,6,2,5,NA,3,NA,6,NA,NA,5,5,NA,NA,6,5,NA,6,NA,4,NA,NA,NA,4,7,6,NA,4,6,6,8,NA,5,NA,NA,NA,6,2,NA,5,6,NA,NA,NA,NA,5,NA,5,5,5,NA,4,3,NA,NA,NA,6,5,NA,8,NA,7
"u599",5,NA,6,NA,NA,7,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,5,7,NA,3,NA,6,5,NA,NA,NA,NA,4,NA,NA,NA,5,3,6,4,6,NA,NA,5,6,NA,6,5,NA,NA,5,NA,NA,NA,5,NA,NA,2,NA,6,4,NA,NA,4,5,NA,6,NA,6,5,6,3,7,6,4,NA,5,NA,NA,6,6,NA,7,NA,7,4,NA,4,NA,5,7,5,5,NA,NA,5,NA,7,5,6,NA,NA
"u600",6,NA,5,NA,NA,4,NA,NA,NA,7,NA,NA,NA,6,NA,NA,6,NA,6,5,NA,7,5,4,6,4,7,NA,NA,5,NA,NA,NA,NA,6,5,5,NA,5,4,NA,4,6,NA,4,7,4,NA,6,NA,6,5,NA,NA,NA,4,5,NA,4,7,NA,5,NA,5,NA,4,NA,NA,NA,5,7,5,NA,NA,NA,5,4,NA,NA,5,NA,NA,7,NA,5,5,5,NA,5,6,NA,5,NA,5,NA,5,4,NA,NA,NA
"u601",NA,6,5,NA,NA,NA,NA,NA,NA,6,5,4,NA,5,5,NA,NA,NA,NA,NA,5,6,5,4,7,NA,NA,NA,5,NA,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,5,NA,4,NA,NA,7,NA,NA,NA,NA,NA,NA,6,5,5,NA,NA,NA,6,NA,3,NA,NA,NA,NA,5,6,NA,5,7,5,NA,7,NA,4,NA,4,5,6,5,5,7,4,NA,3,5,NA,NA,NA,NA,6,6,NA,5,6,6,NA,NA,6
"u602",NA,4,NA,NA,NA,5,7,NA,NA,NA,6,NA,3,NA,4,NA,NA,NA,NA,NA,5,NA,5,4,NA,NA,8,6,NA,NA,6,6,5,3,NA,5,NA,4,6,4,NA,6,6,NA,5,NA,NA,NA,NA,4,NA,4,NA,6,5,5,NA,5,NA,6,NA,NA,6,5,NA,6,4,5,NA,4,NA,NA,4,5,NA,4,6,NA,NA,NA,NA,6,NA,4,5,NA,5,NA,NA,5,NA,NA,7,NA,5,NA,NA,NA,6,7
"u603",6,6,NA,6,5,6,NA,6,NA,NA,NA,4,3,NA,5,3,NA,NA,NA,4,4,NA,NA,7,NA,6,8,5,6,6,5,NA,6,5,NA,NA,6,NA,6,NA,NA,NA,7,NA,7,7,7,7,4,5,5,6,7,5,4,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,4,NA,8,NA,NA,6,5,NA,NA,4,NA,5,NA,6,NA,NA,6,6,7,NA,5,6,NA,NA,NA,5,7,7,NA,6,NA,7,NA,7
"u604",5,NA,6,6,NA,NA,NA,NA,NA,6,NA,4,NA,6,6,NA,NA,5,8,5,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,5,6,4,5,6,4,NA,NA,4,NA,6,NA,NA,NA,NA,5,NA,6,NA,6,NA,7,NA,NA,5,7,5,NA,6,6,3,NA,NA,5,6,5,6,NA,3,NA,6,5,6,5,3,5,5,7,6,NA,7,NA,4,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,6,NA,NA,6,NA
"u605",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,5,NA,NA,NA,NA,6,NA,NA,NA,NA,6,4,8,NA,7,NA,5,3,5,4,5,NA,NA,4,NA,NA,NA,3,NA,NA,5,NA,NA,8,NA,NA,5,NA,6,NA,NA,4,5,NA,NA,5,5,NA,7,4,NA,NA,3,5,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,7,6,5,6,NA,NA,NA,4,NA,4,6,NA,NA,4,NA,5,6,6,9
"u606",NA,NA,7,4,7,NA,6,NA,NA,5,NA,NA,NA,NA,5,NA,NA,6,6,5,6,6,NA,4,NA,5,6,NA,NA,6,6,5,NA,NA,6,NA,5,4,NA,4,NA,NA,8,NA,6,7,6,6,NA,6,NA,5,7,4,4,6,NA,5,4,5,NA,NA,NA,4,NA,NA,5,5,NA,NA,7,NA,5,NA,5,5,NA,6,6,5,5,7,7,NA,6,5,5,4,NA,NA,6,NA,NA,5,4,NA,NA,6,7,6
"u607",NA,6,NA,5,NA,NA,NA,NA,6,NA,3,5,6,6,NA,5,5,NA,6,7,5,6,NA,5,NA,NA,6,4,6,5,NA,NA,NA,NA,NA,3,7,NA,7,NA,3,NA,8,4,NA,NA,6,7,5,4,8,3,7,6,NA,NA,NA,NA,4,NA,NA,4,NA,5,NA,NA,NA,6,8,NA,NA,5,5,5,5,4,2,NA,6,4,NA,NA,NA,4,7,NA,4,6,NA,5,5,NA,6,NA,NA,6,5,NA,NA,6
"u608",5,5,5,5,4,5,5,NA,NA,7,5,NA,5,5,6,NA,NA,6,NA,NA,6,NA,5,5,6,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,6,NA,NA,NA,NA,5,8,4,NA,NA,NA,6,6,5,NA,4,7,3,NA,NA,6,5,4,NA,6,4,NA,5,5,NA,5,3,NA,NA,6,6,NA,NA,5,NA,6,NA,NA,NA,5,5,NA,6,6,NA,5,NA,3,NA,NA,NA
"u609",NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,5,NA,NA,4,NA,7,6,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,4,6,4,NA,4,6,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,7,NA,NA,NA,4,5,6,4,NA,NA,NA,NA,7,5,3,NA,NA,NA,NA,NA,NA,5,5,7,4,NA,NA,6,NA,6,6,6,NA,4,7,NA,4,NA,NA,7,NA,6,NA,6,NA,NA,NA,NA,NA,NA
"u610",5,5,8,NA,5,NA,NA,5,NA,7,4,3,5,NA,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,9,6,6,NA,5,NA,5,NA,NA,4,6,NA,4,6,4,5,NA,5,NA,6,NA,6,5,6,NA,NA,7,3,4,5,6,NA,4,7,7,4,NA,NA,4,4,6,6,NA,3,7,5,NA,NA,5,4,6,6,NA,NA,5,NA,NA,NA,5,5,5,4,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,NA
"u611",7,NA,NA,NA,7,6,5,5,6,8,NA,NA,6,NA,5,4,5,6,6,5,5,7,NA,NA,NA,NA,7,5,NA,NA,NA,5,NA,4,NA,5,NA,NA,NA,NA,4,NA,NA,5,6,NA,NA,NA,7,NA,6,4,NA,5,4,NA,NA,4,NA,6,5,4,NA,6,NA,NA,NA,6,NA,NA,NA,6,4,NA,6,NA,5,5,NA,NA,5,5,NA,3,NA,NA,NA,5,NA,5,NA,NA,NA,5,6,5,6,NA,NA,8
"u612",NA,NA,NA,NA,NA,5,NA,6,NA,7,5,NA,NA,NA,NA,NA,5,6,7,NA,3,5,5,3,5,NA,NA,5,NA,6,NA,NA,5,NA,5,3,5,4,NA,NA,5,5,8,NA,5,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,4,6,5,5,7,6,5,6,NA,NA,6,5,NA,NA,NA,5,6,5,NA,6,5,NA,4,NA,NA,5,5,4,6,7,NA,4,5,NA,7,NA,8
"u613",NA,5,6,5,4,NA,6,NA,NA,7,6,NA,4,NA,5,NA,NA,6,6,NA,5,NA,5,NA,NA,5,NA,NA,6,NA,5,NA,NA,4,NA,NA,NA,4,NA,4,5,4,NA,6,6,5,5,7,NA,NA,6,4,NA,5,4,4,6,5,NA,NA,6,5,NA,NA,6,NA,NA,5,NA,NA,NA,5,NA,5,NA,NA,4,NA,NA,NA,4,6,6,4,6,5,3,6,7,6,NA,NA,NA,5,4,NA,NA,6,NA,NA
"u614",NA,5,7,NA,NA,NA,7,NA,5,6,NA,4,4,6,6,4,NA,5,NA,NA,5,NA,NA,5,4,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,6,4,4,NA,NA,7,6,NA,5,NA,NA,6,4,4,NA,NA,NA,NA,NA,NA,NA,4,6,NA,4,NA,NA,NA,6,5,4,NA,5,NA,5,6,5,NA,5,NA,6,NA,NA,3,5,6,5,4,NA,NA,7,5,5,6,NA,NA,5,NA
"u615",NA,5,8,6,NA,NA,5,6,NA,6,5,NA,NA,NA,NA,5,5,6,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,4,NA,NA,5,3,4,5,NA,5,4,5,NA,NA,6,NA,6,4,NA,5,5,6,NA,4,NA,NA,NA,4,4,6,NA,5,4,6,NA,6,6,6,3,6,6,NA,4,NA,4,5,NA,NA,5,NA,NA,NA,NA,4,4,NA,NA,5,NA,5,NA,5,7,NA,4,NA,6,7,8
"u616",7,4,NA,4,5,NA,NA,NA,6,NA,5,4,NA,5,NA,3,6,4,NA,6,NA,NA,4,NA,6,4,7,NA,4,NA,NA,NA,5,NA,NA,5,4,NA,5,6,4,4,6,4,5,7,NA,5,NA,6,6,4,5,5,NA,NA,NA,5,4,NA,NA,5,NA,4,NA,NA,5,5,NA,NA,4,6,4,5,4,NA,NA,7,NA,7,NA,NA,7,NA,6,3,4,5,NA,NA,4,NA,6,7,6,6,NA,7,4,6
